player_name,match_date,opponent_team,venue,runs_scored,balls_faced,strike_rate,fours,sixes
Shubman Gill,2016-05-01,Mumbai Indians,"DY Patil Stadium, Mumbai",39,30,130.0,4,0
Ambati Rayudu,2016-05-01,Punjab Kings,"DY Patil Stadium, Mumbai",55,38,144.74,5,4
Ambati Rayudu,2016-05-01,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",45,34,132.35,4,4
AB de Villiers,2016-05-04,Delhi Capitals,"Wankhede Stadium, Mumbai",77,49,157.14,11,5
Ambati Rayudu,2016-05-04,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",69,56,123.21,10,2
Kieron Pollard,2016-05-04,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",60,34,176.47,3,4
Jos Buttler,2016-05-07,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",89,61,145.9,10,6
KL Rahul,2016-05-10,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",71,57,124.56,4,2
Andre Russell,2016-05-10,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",30,12,250.0,3,0
AB de Villiers,2016-05-10,Chennai Super Kings,"IS Bindra Stadium, Mohali",44,25,176.0,5,3
Glenn Maxwell,2016-05-13,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",78,52,150.0,8,2
MS Dhoni,2016-05-16,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",51,35,145.71,3,1
Rohit Sharma,2016-05-19,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",35,28,125.0,1,1
MS Dhoni,2016-05-19,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",49,32,153.12,6,3
Jos Buttler,2016-05-22,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",32,25,128.0,3,2
Virat Kohli,2016-05-22,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",18,18,100.0,1,1
KL Rahul,2016-05-25,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",56,38,147.37,8,1
Jos Buttler,2016-05-25,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",74,54,137.04,10,4
Rohit Sharma,2016-05-28,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",56,41,136.59,4,1
Andre Russell,2016-05-31,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",3,1,300.0,0,0
Rohit Sharma,2016-06-06,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",46,33,139.39,4,3
MS Dhoni,2016-06-09,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",36,28,128.57,2,1
MS Dhoni,2016-06-09,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",38,27,140.74,4,3
AB de Villiers,2016-06-09,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",20,17,117.65,2,1
AB de Villiers,2016-06-12,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",70,41,170.73,4,5
AB de Villiers,2016-06-15,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",42,24,175.0,6,2
Virat Kohli,2016-06-15,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",24,17,141.18,2,2
Glenn Maxwell,2016-06-15,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",22,16,137.5,2,0
Suresh Raina,2016-06-21,Rajasthan Royals,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
Kieron Pollard,2016-06-21,Delhi Capitals,"IS Bindra Stadium, Mohali",37,23,160.87,2,1
Ambati Rayudu,2016-06-24,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",6,6,100.0,0,0
Faf du Plessis,2016-06-30,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",38,24,158.33,5,2
David Warner,2016-07-03,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",57,41,139.02,3,4
Hardik Pandya,2016-07-03,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",66,41,160.98,9,5
AB de Villiers,2016-07-03,Delhi Capitals,"Eden Gardens, Kolkata",24,13,184.62,3,1
KL Rahul,2016-07-03,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",85,69,123.19,10,7
Rishabh Pant,2016-07-03,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",25,13,192.31,2,0
Faf du Plessis,2016-07-06,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",14,10,140.0,1,1
Ambati Rayudu,2016-07-09,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",16,16,100.0,1,1
Hardik Pandya,2016-07-12,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",30,21,142.86,3,1
Sanju Samson,2016-07-15,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",18,15,120.0,1,0
AB de Villiers,2016-07-15,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",65,45,144.44,7,1
Ishan Kishan,2016-07-18,Mumbai Indians,"Arun Jaitley Stadium, Delhi",1,4,25.0,0,0
Suresh Raina,2016-07-21,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",53,41,129.27,3,1
Ambati Rayudu,2016-07-21,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",38,33,115.15,2,1
Glenn Maxwell,2016-07-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
Ishan Kishan,2016-07-27,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",11,6,183.33,0,0
Ishan Kishan,2016-07-30,Royal Challengers Bangalore,"Eden Gardens, Kolkata",54,42,128.57,3,5
Ambati Rayudu,2016-07-30,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",52,39,133.33,5,4
Rohit Sharma,2016-08-02,Chennai Super Kings,"DY Patil Stadium, Mumbai",32,19,168.42,3,2
AB de Villiers,2016-08-05,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",68,38,178.95,7,5
Andre Russell,2016-08-05,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,2,0.0,0,0
Shubman Gill,2016-08-08,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",57,49,116.33,5,2
Quinton de Kock,2016-08-11,Mumbai Indians,"Arun Jaitley Stadium, Delhi",38,27,140.74,3,1
Ishan Kishan,2016-08-11,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",22,14,157.14,2,1
Shubman Gill,2016-08-11,Punjab Kings,"Eden Gardens, Kolkata",35,23,152.17,3,2
Jos Buttler,2016-08-14,Delhi Capitals,"Wankhede Stadium, Mumbai",65,40,162.5,5,6
Ishan Kishan,2016-08-17,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",72,56,128.57,8,2
Shubman Gill,2016-08-20,Delhi Capitals,"IS Bindra Stadium, Mohali",34,27,125.93,4,2
AB de Villiers,2016-08-23,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",95,61,155.74,12,6
Sanju Samson,2016-08-23,Delhi Capitals,"IS Bindra Stadium, Mohali",40,23,173.91,2,1
Faf du Plessis,2016-08-23,Mumbai Indians,"Arun Jaitley Stadium, Delhi",30,18,166.67,4,0
Ishan Kishan,2016-09-01,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",10,6,166.67,1,0
Shubman Gill,2016-09-04,Rajasthan Royals,"IS Bindra Stadium, Mohali",50,43,116.28,4,1
Hardik Pandya,2016-09-07,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",26,17,152.94,2,1
Quinton de Kock,2016-09-07,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",61,50,122.0,8,2
Suresh Raina,2016-09-07,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",8,6,133.33,0,0
Ishan Kishan,2016-09-10,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",26,16,162.5,2,2
Rishabh Pant,2016-09-13,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",29,21,138.1,2,0
Andre Russell,2016-09-16,Delhi Capitals,"Eden Gardens, Kolkata",24,15,160.0,1,1
David Warner,2016-09-16,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",20,9,222.22,2,1
Suresh Raina,2016-09-19,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",34,21,161.9,3,3
Quinton de Kock,2016-09-19,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Faf du Plessis,2016-09-19,Mumbai Indians,"Eden Gardens, Kolkata",60,50,120.0,5,5
Glenn Maxwell,2016-09-19,Punjab Kings,"IS Bindra Stadium, Mohali",20,15,133.33,1,0
Ambati Rayudu,2016-09-22,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",46,38,121.05,6,2
Ishan Kishan,2016-09-25,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",0,2,0.0,0,0
Glenn Maxwell,2016-09-28,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",32,21,152.38,2,2
Dinesh Karthik,2016-09-28,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",23,20,115.0,1,1
Ishan Kishan,2016-10-04,Delhi Capitals,"DY Patil Stadium, Mumbai",40,29,137.93,5,3
Faf du Plessis,2016-10-04,Mumbai Indians,"Wankhede Stadium, Mumbai",36,22,163.64,3,1
Rohit Sharma,2016-10-04,Punjab Kings,"Eden Gardens, Kolkata",48,40,120.0,3,4
Quinton de Kock,2016-10-04,Kolkata Knight Riders,"Eden Gardens, Kolkata",30,20,150.0,1,0
Jos Buttler,2016-10-04,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",10,3,333.33,0,0
KL Rahul,2016-10-07,Rajasthan Royals,"DY Patil Stadium, Mumbai",14,5,280.0,1,0
David Warner,2016-10-10,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",19,10,190.0,2,0
KL Rahul,2016-10-13,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",26,19,136.84,2,1
Virat Kohli,2016-10-13,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Rishabh Pant,2016-10-13,Punjab Kings,"Eden Gardens, Kolkata",20,10,200.0,1,1
Dinesh Karthik,2016-10-13,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",27,16,168.75,3,2
MS Dhoni,2016-10-16,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",58,46,126.09,7,5
Sanju Samson,2016-10-16,Mumbai Indians,"Arun Jaitley Stadium, Delhi",12,6,200.0,0,1
MS Dhoni,2016-10-16,Mumbai Indians,"Arun Jaitley Stadium, Delhi",19,17,111.76,1,0
KL Rahul,2016-10-16,Chennai Super Kings,"DY Patil Stadium, Mumbai",17,15,113.33,2,0
Sanju Samson,2016-10-19,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",43,30,143.33,3,1
David Warner,2016-10-22,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",57,40,142.5,5,5
Kieron Pollard,2016-10-25,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
AB de Villiers,2016-10-25,Kolkata Knight Riders,"Eden Gardens, Kolkata",26,16,162.5,2,2
Hardik Pandya,2016-10-25,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",47,30,156.67,3,4
Hardik Pandya,2016-10-28,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",11,6,183.33,1,0
Dinesh Karthik,2016-10-28,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",9,5,180.0,1,0
Hardik Pandya,2016-10-28,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",19,17,111.76,2,1
David Warner,2016-10-28,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",52,35,148.57,4,3
David Warner,2016-10-31,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",53,43,123.26,5,2
Kieron Pollard,2016-11-03,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",5,4,125.0,0,0
Ambati Rayudu,2016-11-03,Chennai Super Kings,"IS Bindra Stadium, Mohali",46,40,115.0,6,2
Shubman Gill,2016-11-06,Delhi Capitals,"IS Bindra Stadium, Mohali",63,47,134.04,7,1
KL Rahul,2016-11-06,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",9,7,128.57,1,0
Rohit Sharma,2016-11-09,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",36,24,150.0,1,1
Sanju Samson,2016-11-09,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",37,24,154.17,2,1
MS Dhoni,2016-11-12,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",16,15,106.67,1,0
Faf du Plessis,2016-11-12,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",47,34,138.24,2,1
Virat Kohli,2016-11-12,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",51,41,124.39,4,2
Glenn Maxwell,2016-11-15,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",16,9,177.78,2,1
Rohit Sharma,2016-11-18,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",47,37,127.03,4,1
David Warner,2016-11-21,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",43,31,138.71,4,1
Glenn Maxwell,2016-11-27,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",13,7,185.71,1,1
Suresh Raina,2016-11-30,Mumbai Indians,"Wankhede Stadium, Mumbai",27,21,128.57,2,0
MS Dhoni,2016-11-30,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",23,11,209.09,1,1
Quinton de Kock,2016-11-30,Delhi Capitals,"Arun Jaitley Stadium, Delhi",55,43,127.91,5,4
Dinesh Karthik,2016-11-30,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",24,12,200.0,2,1
Ishan Kishan,2016-11-30,Rajasthan Royals,"DY Patil Stadium, Mumbai",13,7,185.71,0,0
Quinton de Kock,2016-12-03,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",26,17,152.94,2,1
Rohit Sharma,2016-12-06,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",55,45,122.22,5,3
MS Dhoni,2016-12-12,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",13,10,130.0,1,1
Sanju Samson,2016-12-15,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",35,21,166.67,5,1
Dinesh Karthik,2016-12-15,Sunrisers Hyderabad,"Eden Gardens, Kolkata",49,30,163.33,6,3
Kieron Pollard,2016-12-18,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,4,0.0,0,0
KL Rahul,2016-12-18,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",25,19,131.58,1,0
AB de Villiers,2016-12-21,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",71,41,173.17,4,6
Suresh Raina,2016-12-21,Rajasthan Royals,"IS Bindra Stadium, Mohali",43,32,134.38,2,3
Suresh Raina,2016-12-21,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",18,18,100.0,2,1
Suresh Raina,2016-12-24,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",52,39,133.33,5,4
MS Dhoni,2016-12-24,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",20,10,200.0,2,1
Suresh Raina,2016-12-24,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",54,42,128.57,6,4
Suresh Raina,2016-12-24,Delhi Capitals,"DY Patil Stadium, Mumbai",37,27,137.04,3,0
Rishabh Pant,2016-12-27,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",36,23,156.52,3,2
Ishan Kishan,2016-12-30,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",12,7,171.43,1,0
KL Rahul,2016-12-30,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",39,33,118.18,3,3
Quinton de Kock,2016-12-30,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",18,15,120.0,1,1
Hardik Pandya,2017-01-02,Punjab Kings,"Eden Gardens, Kolkata",20,17,117.65,2,1
Suresh Raina,2017-01-02,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",39,29,134.48,5,1
David Warner,2017-01-08,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",5,7,71.43,0,0
Quinton de Kock,2017-01-08,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",18,9,200.0,2,1
Ambati Rayudu,2017-01-08,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",0,1,0.0,0,0
Suresh Raina,2017-01-11,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",0,5,0.0,0,0
Andre Russell,2017-01-14,Delhi Capitals,"Wankhede Stadium, Mumbai",17,14,121.43,1,1
Faf du Plessis,2017-01-14,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",35,25,140.0,4,3
AB de Villiers,2017-01-17,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",67,44,152.27,9,3
Shubman Gill,2017-01-20,Rajasthan Royals,"Eden Gardens, Kolkata",41,30,136.67,4,3
Faf du Plessis,2017-01-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",27,20,135.0,4,1
AB de Villiers,2017-01-20,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",40,26,153.85,5,1
David Warner,2017-01-20,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",54,36,150.0,4,1
Jos Buttler,2017-01-23,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",45,28,160.71,3,1
Quinton de Kock,2017-01-26,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",19,12,158.33,2,0
Hardik Pandya,2017-01-29,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",69,49,140.82,4,2
Ishan Kishan,2017-02-01,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",33,20,165.0,4,2
Suresh Raina,2017-02-01,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",73,54,135.19,9,5
Rishabh Pant,2017-02-01,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",27,16,168.75,3,2
Shubman Gill,2017-02-04,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",28,25,112.0,3,0
Quinton de Kock,2017-02-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",31,26,119.23,3,1
Quinton de Kock,2017-02-07,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",62,50,124.0,4,4
Virat Kohli,2017-02-07,Chennai Super Kings,"Eden Gardens, Kolkata",60,47,127.66,5,1
Glenn Maxwell,2017-02-07,Punjab Kings,"Arun Jaitley Stadium, Delhi",13,11,118.18,1,0
Rishabh Pant,2017-02-10,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",21,13,161.54,2,1
Dinesh Karthik,2017-02-10,Mumbai Indians,"DY Patil Stadium, Mumbai",46,27,170.37,5,3
Shubman Gill,2017-02-10,Mumbai Indians,"DY Patil Stadium, Mumbai",37,24,154.17,4,1
Rishabh Pant,2017-02-13,Mumbai Indians,"DY Patil Stadium, Mumbai",20,13,153.85,2,0
Hardik Pandya,2017-02-13,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",23,14,164.29,1,0
Rohit Sharma,2017-02-16,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",22,12,183.33,1,1
KL Rahul,2017-02-16,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",36,25,144.0,4,1
Glenn Maxwell,2017-02-19,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",66,41,160.98,7,2
AB de Villiers,2017-02-22,Chennai Super Kings,"DY Patil Stadium, Mumbai",33,23,143.48,3,1
Andre Russell,2017-02-25,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",10,10,100.0,0,0
Jos Buttler,2017-02-25,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",30,15,200.0,2,2
Sanju Samson,2017-02-25,Delhi Capitals,"DY Patil Stadium, Mumbai",17,7,242.86,1,0
Dinesh Karthik,2017-02-25,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",15,12,125.0,0,1
Glenn Maxwell,2017-02-25,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",48,31,154.84,3,3
Kieron Pollard,2017-02-25,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
KL Rahul,2017-02-28,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",17,13,130.77,1,0
Rishabh Pant,2017-02-28,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",0,4,0.0,0,0
Glenn Maxwell,2017-03-03,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",58,33,175.76,4,2
Virat Kohli,2017-03-06,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",29,22,131.82,3,2
AB de Villiers,2017-03-06,Mumbai Indians,"DY Patil Stadium, Mumbai",17,6,283.33,1,1
Jos Buttler,2017-03-06,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",32,21,152.38,4,3
Virat Kohli,2017-03-06,Rajasthan Royals,"IS Bindra Stadium, Mohali",68,55,123.64,3,3
Ishan Kishan,2017-03-09,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",56,42,133.33,5,3
Andre Russell,2017-03-09,Mumbai Indians,"Wankhede Stadium, Mumbai",20,14,142.86,2,0
MS Dhoni,2017-03-09,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",11,7,157.14,1,0
Virat Kohli,2017-03-12,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",31,21,147.62,4,2
Hardik Pandya,2017-03-15,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,0,0
Rohit Sharma,2017-03-18,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",34,23,147.83,2,0
Faf du Plessis,2017-03-18,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",40,34,117.65,5,2
Jos Buttler,2017-03-21,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",49,31,158.06,6,1
Virat Kohli,2017-03-21,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",65,44,147.73,8,2
Quinton de Kock,2017-03-21,Chennai Super Kings,"DY Patil Stadium, Mumbai",22,15,146.67,1,1
Andre Russell,2017-03-21,Mumbai Indians,"Arun Jaitley Stadium, Delhi",6,7,85.71,0,0
Suresh Raina,2017-03-24,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",4,1,400.0,0,0
Suresh Raina,2017-03-24,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",49,36,136.11,5,4
Andre Russell,2017-03-27,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",16,12,133.33,1,1
David Warner,2017-03-27,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",72,56,128.57,9,6
Glenn Maxwell,2017-03-30,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",55,39,141.03,7,4
Quinton de Kock,2017-03-30,Punjab Kings,"IS Bindra Stadium, Mohali",51,38,134.21,4,3
Jos Buttler,2017-04-02,Rajasthan Royals,"Wankhede Stadium, Mumbai",47,28,167.86,4,1
KL Rahul,2017-04-02,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",58,43,134.88,6,4
Virat Kohli,2017-04-02,Chennai Super Kings,"Wankhede Stadium, Mumbai",38,29,131.03,2,2
Jos Buttler,2017-04-02,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",82,57,143.86,5,1
Kieron Pollard,2017-04-02,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",53,39,135.9,4,1
AB de Villiers,2017-04-05,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",25,10,250.0,2,2
David Warner,2017-04-05,Punjab Kings,"IS Bindra Stadium, Mohali",98,71,138.03,9,9
Rishabh Pant,2017-04-05,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",27,18,150.0,1,2
Kieron Pollard,2017-04-05,Mumbai Indians,"Wankhede Stadium, Mumbai",21,9,233.33,1,1
Glenn Maxwell,2017-04-08,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",53,30,176.67,6,2
Faf du Plessis,2017-04-08,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",37,31,119.35,4,1
Kieron Pollard,2017-04-08,Mumbai Indians,"Eden Gardens, Kolkata",43,24,179.17,3,2
Shubman Gill,2017-04-11,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",52,35,148.57,6,3
Kieron Pollard,2017-04-11,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",30,18,166.67,3,0
Jos Buttler,2017-04-17,Punjab Kings,"Wankhede Stadium, Mumbai",7,9,77.78,0,0
Glenn Maxwell,2017-04-20,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",29,17,170.59,1,1
Andre Russell,2017-04-20,Punjab Kings,"Wankhede Stadium, Mumbai",27,16,168.75,3,1
Kieron Pollard,2017-04-20,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",36,20,180.0,3,2
Hardik Pandya,2017-04-23,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",3,5,60.0,0,0
KL Rahul,2017-04-23,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",60,42,142.86,5,3
Suresh Raina,2017-04-26,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",26,19,136.84,1,1
Quinton de Kock,2017-04-26,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",48,33,145.45,5,2
Ishan Kishan,2017-04-29,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",43,35,122.86,4,0
Rishabh Pant,2017-04-29,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",20,14,142.86,2,1
Faf du Plessis,2017-05-02,Chennai Super Kings,"IS Bindra Stadium, Mohali",19,19,100.0,1,0
Ishan Kishan,2017-05-02,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",34,25,136.0,4,1
Quinton de Kock,2017-05-02,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",23,14,164.29,2,0
AB de Villiers,2017-05-08,Rajasthan Royals,"Wankhede Stadium, Mumbai",52,32,162.5,3,3
Sanju Samson,2017-05-08,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",31,24,129.17,2,2
AB de Villiers,2017-05-11,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",86,56,153.57,8,1
Rishabh Pant,2017-05-11,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",66,48,137.5,5,3
Suresh Raina,2017-05-14,Mumbai Indians,"DY Patil Stadium, Mumbai",64,52,123.08,4,4
MS Dhoni,2017-05-14,Punjab Kings,"DY Patil Stadium, Mumbai",49,35,140.0,5,4
AB de Villiers,2017-05-14,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,0,0
AB de Villiers,2017-05-14,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",15,4,375.0,0,0
Andre Russell,2017-05-14,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",88,52,169.23,7,5
